receptor_name,ligand_name,scores
3az3,44137686_config_A_DS6_out1.pdbqt,-9.2
3az3,444008_config_A_DS6_out1.pdbqt,-9.8
3az3,5035_config_A_DS6_out1.pdbqt,-10.9
3az3,5280795_config_A_DS6_out1.pdbqt,-11.1
3az3,5280933_config_A_DS6_out1.pdbqt,-7.3
3az3,5282367_config_A_DS6_out1.pdbqt,-11.1
3az3,5283731_config_A_DS6_out1.pdbqt,-11.3
3az3,57398987_config_A_DS6_out1.pdbqt,-6.9
3az3,5757_config_A_DS6_out1.pdbqt,-9.9
3az3,5870_config_A_DS6_out1.pdbqt,-10.1
3az3,5878_config_A_DS6_out1.pdbqt,-10.8
3az3,5881_config_A_DS6_out1.pdbqt,-10.6
3az3,5991_config_A_DS6_out1.pdbqt,-11
3az3,60852_config_A_DS6_out1.pdbqt,-6.8
3az3,6230_config_A_DS6_out1.pdbqt,-10.2
3az3,6279_config_A_DS6_out1.pdbqt,-8.2
3az3,68873_config_A_DS6_out1.pdbqt,-11.8
3az3,6918141_config_A_DS6_out1.pdbqt,-9.8
3az3,6918182_config_A_DS6_out1.pdbqt,-6.1
3az3,6918446_config_A_DS6_out1.pdbqt,-10.2
3az3,6918602_config_A_DS6_out1.pdbqt,-11.6
3az3,9290_config_A_DS6_out1.pdbqt,-5.1
3az3,9677_config_A_DS6_out1.pdbqt,-10.9
3b5r,10152654_config_A_B5R_out1.pdbqt,-4.1
3b5r,10201696_config_A_B5R_out1.pdbqt,-1
3b5r,10313457_config_A_B5R_out1.pdbqt,-3.9
3b5r,10345214_config_A_B5R_out1.pdbqt,-9.1
3b5r,130956_config_A_B5R_out1.pdbqt,-6.7
3b5r,13109_config_A_B5R_out1.pdbqt,-6
3b5r,13388558_config_A_B5R_out1.pdbqt,-4.1
3b5r,154257_config_A_B5R_out1.pdbqt,-6.1
3b5r,16750192_config_A_B5R_out1.pdbqt,-8.5
3b5r,176405_config_A_B5R_out1.pdbqt,-0.5
3b5r,179337_config_A_B5R_out1.pdbqt,-4.9
3b5r,2088_config_A_B5R_out1.pdbqt,-4.6
3b5r,216416_config_A_B5R_out1.pdbqt,-6.7
3b5r,223368_config_A_B5R_out1.pdbqt,-9.8
3b5r,25022354_config_A_B5R_out1.pdbqt,-7.1
3b5r,3001028_config_A_B5R_out1.pdbqt,-4.7
3b5r,44137686_config_A_B5R_out1.pdbqt,-8.9
3b5r,444008_config_A_B5R_out1.pdbqt,-8.6
3b5r,5035_config_A_B5R_out1.pdbqt,-5.3
3b5r,5280795_config_A_B5R_out1.pdbqt,-5.5
3b5r,5280933_config_A_B5R_out1.pdbqt,-7
3b5r,5282367_config_A_B5R_out1.pdbqt,-6.9
3b5r,5283731_config_A_B5R_out1.pdbqt,-4.1
3b5r,57398987_config_A_B5R_out1.pdbqt,-7.6
3b5r,5757_config_A_B5R_out1.pdbqt,-8.6
3b5r,5870_config_A_B5R_out1.pdbqt,-8.8
3b5r,5878_config_A_B5R_out1.pdbqt,-5.5
3b5r,5881_config_A_B5R_out1.pdbqt,-6.8
3b5r,5991_config_A_B5R_out1.pdbqt,-7.6
3b5r,60852_config_A_B5R_out1.pdbqt,-6.1
3b5r,6230_config_A_B5R_out1.pdbqt,-5.6
3b5r,6279_config_A_B5R_out1.pdbqt,-1.4
3b5r,68873_config_A_B5R_out1.pdbqt,-1.6
3b5r,6918141_config_A_B5R_out1.pdbqt,-5
3b5r,6918182_config_A_B5R_out1.pdbqt,-6.4
3b5r,6918446_config_A_B5R_out1.pdbqt,-9
3b5r,6918602_config_A_B5R_out1.pdbqt,-5.1
3b5r,9290_config_A_B5R_out1.pdbqt,-4.7
3b5r,9677_config_A_B5R_out1.pdbqt,-6.2
3b65,10152654_config_A_3B6_out1.pdbqt,-5.5
3b65,10201696_config_A_3B6_out1.pdbqt,-0.7
3b65,10313457_config_A_3B6_out1.pdbqt,-3.9
3b65,10345214_config_A_3B6_out1.pdbqt,-9.5
3b65,130956_config_A_3B6_out1.pdbqt,-7.1
3b65,13109_config_A_3B6_out1.pdbqt,-6.6
3b65,13388558_config_A_3B6_out1.pdbqt,-3.7
3b65,154257_config_A_3B6_out1.pdbqt,-6.4
3b65,16750192_config_A_3B6_out1.pdbqt,-8.9
3b65,176405_config_A_3B6_out1.pdbqt,1
3b65,179337_config_A_3B6_out1.pdbqt,-4.7
3b65,2088_config_A_3B6_out1.pdbqt,-4.8
3b65,216416_config_A_3B6_out1.pdbqt,-6.7
3b65,223368_config_A_3B6_out1.pdbqt,-10.1
3b65,25022354_config_A_3B6_out1.pdbqt,-6.5
3b65,3001028_config_A_3B6_out1.pdbqt,-5.8
3b65,44137686_config_A_3B6_out1.pdbqt,-8.5
3b65,444008_config_A_3B6_out1.pdbqt,-8.4
3b65,5035_config_A_3B6_out1.pdbqt,-5
3b65,5280795_config_A_3B6_out1.pdbqt,-4
3b65,5280933_config_A_3B6_out1.pdbqt,-7
3b65,5282367_config_A_3B6_out1.pdbqt,-6.6
3b65,5283731_config_A_3B6_out1.pdbqt,-3.4
3b65,57398987_config_A_3B6_out1.pdbqt,-7.3
3b65,5757_config_A_3B6_out1.pdbqt,-9.2
3b65,5870_config_A_3B6_out1.pdbqt,-9.5
3b65,5878_config_A_3B6_out1.pdbqt,-5.4
3b65,5881_config_A_3B6_out1.pdbqt,-7
3b65,5991_config_A_3B6_out1.pdbqt,-8.3
3b65,60852_config_A_3B6_out1.pdbqt,-5.7
3b65,6230_config_A_3B6_out1.pdbqt,-4.9
3b65,6279_config_A_3B6_out1.pdbqt,-2.3
3b65,68873_config_A_3B6_out1.pdbqt,-2.1
3b65,6918141_config_A_3B6_out1.pdbqt,-2.9
3b65,6918182_config_A_3B6_out1.pdbqt,-6.2
3b65,6918446_config_A_3B6_out1.pdbqt,-9.2
3b65,6918602_config_A_3B6_out1.pdbqt,-4.7
3b65,9290_config_A_3B6_out1.pdbqt,-4.7
3b65,9677_config_A_3B6_out1.pdbqt,-5.4
3b66,10152654_config_A_B66_out1.pdbqt,-6
3b66,10201696_config_A_B66_out1.pdbqt,-1.6
3b66,10313457_config_A_B66_out1.pdbqt,-3.9
3b66,10345214_config_A_B66_out1.pdbqt,-8.9
3b66,130956_config_A_B66_out1.pdbqt,-7
3b66,13109_config_A_B66_out1.pdbqt,-6
3b66,13388558_config_A_B66_out1.pdbqt,-4.1
3b66,154257_config_A_B66_out1.pdbqt,-5.9
3b66,16750192_config_A_B66_out1.pdbqt,-8.7
3b66,176405_config_A_B66_out1.pdbqt,1.7
3b66,179337_config_A_B66_out1.pdbqt,-5.5
3b66,2088_config_A_B66_out1.pdbqt,-4.7
3b66,216416_config_A_B66_out1.pdbqt,-7.4
3b66,223368_config_A_B66_out1.pdbqt,-9.9
3b66,25022354_config_A_B66_out1.pdbqt,-7.4
3b66,3001028_config_A_B66_out1.pdbqt,-5.8
3b66,44137686_config_A_B66_out1.pdbqt,-9
3b66,444008_config_A_B66_out1.pdbqt,-8.6
3b66,5035_config_A_B66_out1.pdbqt,-5.9
3b66,5280795_config_A_B66_out1.pdbqt,-4.7
3b66,5280933_config_A_B66_out1.pdbqt,-7.2
3b66,5282367_config_A_B66_out1.pdbqt,-6.8
3b66,5283731_config_A_B66_out1.pdbqt,-3.1
3b66,57398987_config_A_B66_out1.pdbqt,-7.5
3b66,5757_config_A_B66_out1.pdbqt,-8.8
3b66,5870_config_A_B66_out1.pdbqt,-9
3b66,5878_config_A_B66_out1.pdbqt,-6
3b66,5881_config_A_B66_out1.pdbqt,-6.8
3b66,5991_config_A_B66_out1.pdbqt,-7.7
3b66,60852_config_A_B66_out1.pdbqt,-6
3b66,6230_config_A_B66_out1.pdbqt,-5.2
3b66,6279_config_A_B66_out1.pdbqt,-2.6
3b66,68873_config_A_B66_out1.pdbqt,-1.9
3b66,6918141_config_A_B66_out1.pdbqt,-4.6
3b66,6918182_config_A_B66_out1.pdbqt,-6.5
3b66,6918446_config_A_B66_out1.pdbqt,-9.3
3b66,6918602_config_A_B66_out1.pdbqt,-4.9
3b66,9290_config_A_B66_out1.pdbqt,-4.8
3b66,9677_config_A_B66_out1.pdbqt,-5.7
3b67,10152654_config_A_B67_out1.pdbqt,-5.8
3b67,10201696_config_A_B67_out1.pdbqt,-2.8
3b67,10313457_config_A_B67_out1.pdbqt,-3.7
3b67,10345214_config_A_B67_out1.pdbqt,-9
3b67,130956_config_A_B67_out1.pdbqt,-7.4
3b67,13109_config_A_B67_out1.pdbqt,-7.5
3b67,13388558_config_A_B67_out1.pdbqt,-3.8
3b67,154257_config_A_B67_out1.pdbqt,-5.4
3b67,16750192_config_A_B67_out1.pdbqt,-8.9
3b67,176405_config_A_B67_out1.pdbqt,-0.9
3b67,179337_config_A_B67_out1.pdbqt,-6.5
3b67,2088_config_A_B67_out1.pdbqt,-4.9
3b67,216416_config_A_B67_out1.pdbqt,-7.7
3b67,223368_config_A_B67_out1.pdbqt,-9.7
3b67,25022354_config_A_B67_out1.pdbqt,-7.3
3b67,3001028_config_A_B67_out1.pdbqt,-6.7
3b67,44137686_config_A_B67_out1.pdbqt,-9
3b67,444008_config_A_B67_out1.pdbqt,-8.7
3b67,5035_config_A_B67_out1.pdbqt,-6.5
3b67,5280795_config_A_B67_out1.pdbqt,-4.6
3b67,5280933_config_A_B67_out1.pdbqt,-6.4
3b67,5282367_config_A_B67_out1.pdbqt,-8.8
3b67,5283731_config_A_B67_out1.pdbqt,-3.6
3b67,57398987_config_A_B67_out1.pdbqt,-8
3b67,5757_config_A_B67_out1.pdbqt,-9
3b67,5870_config_A_B67_out1.pdbqt,-9.1
3b67,5878_config_A_B67_out1.pdbqt,-7.2
3b67,5881_config_A_B67_out1.pdbqt,-7.7
3b67,5991_config_A_B67_out1.pdbqt,-7.9
3b67,60852_config_A_B67_out1.pdbqt,-5.8
3b67,6230_config_A_B67_out1.pdbqt,-7.6
3b67,6279_config_A_B67_out1.pdbqt,-4.6
3b67,68873_config_A_B67_out1.pdbqt,-4.1
3b67,6918141_config_A_B67_out1.pdbqt,-3.2
3b67,6918182_config_A_B67_out1.pdbqt,-6.2
3b67,6918446_config_A_B67_out1.pdbqt,-9.7
3b67,6918602_config_A_B67_out1.pdbqt,-5.5
3b67,9290_config_A_B67_out1.pdbqt,-4.5
3b67,9677_config_A_B67_out1.pdbqt,-7.3
3b68,10152654_config_A_B68_out1.pdbqt,-9
3b68,10201696_config_A_B68_out1.pdbqt,-5.7
3b68,10313457_config_A_B68_out1.pdbqt,-4.3
3b68,10345214_config_A_B68_out1.pdbqt,-9.6
3b68,130956_config_A_B68_out1.pdbqt,-7.3
3b68,13109_config_A_B68_out1.pdbqt,-6.6
3b68,13388558_config_A_B68_out1.pdbqt,-4.3
3b68,154257_config_A_B68_out1.pdbqt,-7.5
3b68,16750192_config_A_B68_out1.pdbqt,-8.8
3b68,176405_config_A_B68_out1.pdbqt,1.8
3b68,179337_config_A_B68_out1.pdbqt,-6.8
3b68,2088_config_A_B68_out1.pdbqt,-4.8
3b68,216416_config_A_B68_out1.pdbqt,-7.9
3b68,223368_config_A_B68_out1.pdbqt,-9.9
3b68,25022354_config_A_B68_out1.pdbqt,-8
3b68,3001028_config_A_B68_out1.pdbqt,-7.3
3b68,44137686_config_A_B68_out1.pdbqt,-8.6
3b68,444008_config_A_B68_out1.pdbqt,-8.6
3b68,5035_config_A_B68_out1.pdbqt,-7.2
3b68,5280795_config_A_B68_out1.pdbqt,-5.2
3b68,5280933_config_A_B68_out1.pdbqt,-7.3
3b68,5282367_config_A_B68_out1.pdbqt,-8.4
3b68,5283731_config_A_B68_out1.pdbqt,-5.2
3b68,57398987_config_A_B68_out1.pdbqt,-7.1
3b68,5757_config_A_B68_out1.pdbqt,-9.4
3b68,5870_config_A_B68_out1.pdbqt,-9.4
3b68,5878_config_A_B68_out1.pdbqt,-4.9
3b68,5881_config_A_B68_out1.pdbqt,-7.2
3b68,5991_config_A_B68_out1.pdbqt,-8.3
3b68,60852_config_A_B68_out1.pdbqt,-6.4
3b68,6230_config_A_B68_out1.pdbqt,-6.1
3b68,6279_config_A_B68_out1.pdbqt,-3.7
3b68,68873_config_A_B68_out1.pdbqt,-1.8
3b68,6918141_config_A_B68_out1.pdbqt,-3.2
3b68,6918182_config_A_B68_out1.pdbqt,-6
3b68,6918446_config_A_B68_out1.pdbqt,-10.7
3b68,6918602_config_A_B68_out1.pdbqt,-6.3
3b68,9290_config_A_B68_out1.pdbqt,-4.8
3b68,9677_config_A_B68_out1.pdbqt,-6.5
3c4m,10152654_config_F_GLC_out1.pdbqt,19.9
3c4m,10201696_config_F_GLC_out1.pdbqt,61.6
3c4m,10313457_config_E_GLC_out1.pdbqt,-4.1
3c4m,10345214_config_F_GLC_out1.pdbqt,-5.4
3c4m,130956_config_F_GLC_out1.pdbqt,-6.4
3c4m,13109_config_F_GLC_out1.pdbqt,-1.3
3c4m,13388558_config_E_GLC_out1.pdbqt,-4.3
3c4m,154257_config_F_GLC_out1.pdbqt,11.7
3c4m,16750192_config_F_GLC_out1.pdbqt,-3.3
3c4m,176405_config_F_GLC_out1.pdbqt,11.3
3c4m,179337_config_F_GLC_out1.pdbqt,10.9
3c4m,2088_config_F_GLC_out1.pdbqt,-5.3
3c4m,216416_config_F_GLC_out1.pdbqt,2.1
3c4m,223368_config_F_GLC_out1.pdbqt,-2.7
3c4m,25022354_config_F_GLC_out1.pdbqt,-6.3
3c4m,3001028_config_F_GLC_out1.pdbqt,11.8
3c4m,44137686_config_F_GLC_out1.pdbqt,-5.7
3c4m,444008_config_F_GLC_out1.pdbqt,4.8
3c4m,5035_config_E_GLC_out1.pdbqt,13.3
3c4m,5280795_config_E_GLC_out1.pdbqt,2.7
3c4m,5280933_config_F_GLC_out1.pdbqt,-6.5
3c4m,5282367_config_E_GLC_out1.pdbqt,0.4
3c4m,5283731_config_E_GLC_out1.pdbqt,4.9
3c4m,57398987_config_F_GLC_out1.pdbqt,-4
3c4m,5757_config_F_GLC_out1.pdbqt,-2.4
3c4m,5870_config_F_GLC_out1.pdbqt,-3.6
3c4m,5878_config_E_GLC_out1.pdbqt,4.9
3c4m,5881_config_F_GLC_out1.pdbqt,-1.2
3c4m,5991_config_F_GLC_out1.pdbqt,0.4
3c4m,60852_config_F_GLC_out1.pdbqt,-6.1
3c4m,6230_config_F_GLC_out1.pdbqt,0.8
3c4m,6279_config_F_GLC_out1.pdbqt,10.8
3c4m,68873_config_F_GLC_out1.pdbqt,15.1
3c4m,6918141_config_F_GLC_out1.pdbqt,8.5
3c4m,6918182_config_F_GLC_out1.pdbqt,-6.7
3c4m,6918446_config_F_GLC_out1.pdbqt,-4.7
3c4m,6918602_config_F_GLC_out1.pdbqt,46.1
3c4m,9290_config_E_GLC_out1.pdbqt,-5.3
3c4m,9677_config_E_GLC_out1.pdbqt,6.4
3cs4,10152654_config_A_COV_out1.pdbqt,-9.7
3cs4,10201696_config_A_COV_out1.pdbqt,-9.5
3cs4,10313457_config_A_COV_out1.pdbqt,-4.2
3cs4,10345214_config_A_COV_out1.pdbqt,-10.3
3cs4,130956_config_A_COV_out1.pdbqt,-6.5
3cs4,13109_config_A_COV_out1.pdbqt,-11.1
3cs4,13388558_config_A_COV_out1.pdbqt,-4.4
3cs4,154257_config_A_COV_out1.pdbqt,-10.8
3cs4,16750192_config_A_COV_out1.pdbqt,-9.5
3cs4,176405_config_A_COV_out1.pdbqt,-6.2
3cs4,179337_config_A_COV_out1.pdbqt,-9.9
3cs4,2088_config_A_COV_out1.pdbqt,-5
3cs4,216416_config_A_COV_out1.pdbqt,-8.3
3cs4,223368_config_A_COV_out1.pdbqt,-10.5
3cs4,25022354_config_A_COV_out1.pdbqt,-8.8
3cs4,3001028_config_A_COV_out1.pdbqt,-10.5
3cs4,44137686_config_A_COV_out1.pdbqt,-9.1
3cs4,444008_config_A_COV_out1.pdbqt,-10.2
3cs4,5035_config_A_COV_out1.pdbqt,-10.4
3cs4,5280795_config_A_COV_out1.pdbqt,-11.8
3cs4,5280933_config_A_COV_out1.pdbqt,-7.1
3cs4,5282367_config_A_COV_out1.pdbqt,-11.7
3cs4,5283731_config_A_COV_out1.pdbqt,-11.9
3cs4,57398987_config_A_COV_out1.pdbqt,-7
3cs4,5757_config_A_COV_out1.pdbqt,-10
3cs4,5870_config_A_COV_out1.pdbqt,-10.2
3cs4,5878_config_A_COV_out1.pdbqt,-10.2
3cs4,5881_config_A_COV_out1.pdbqt,-10.1
3cs4,5991_config_A_COV_out1.pdbqt,-11
3cs4,60852_config_A_COV_out1.pdbqt,-6
3cs4,6230_config_A_COV_out1.pdbqt,-10.3
3cs4,6279_config_A_COV_out1.pdbqt,-8.3
3cs4,68873_config_A_COV_out1.pdbqt,-11.1
3cs4,6918141_config_A_COV_out1.pdbqt,-10.1
3cs4,6918182_config_A_COV_out1.pdbqt,-6.2
3cs4,6918446_config_A_COV_out1.pdbqt,-10.3
3cs4,6918602_config_A_COV_out1.pdbqt,-10.8
3cs4,9290_config_A_COV_out1.pdbqt,-4.8
3cs4,9677_config_A_COV_out1.pdbqt,-10.7
3cs6,10152654_config_A_0CO_out1.pdbqt,-9.5
3cs6,10201696_config_A_0CO_out1.pdbqt,-9.5
3cs6,10313457_config_A_0CO_out1.pdbqt,-4.2
3cs6,10345214_config_A_0CO_out1.pdbqt,-10.1
3cs6,130956_config_A_0CO_out1.pdbqt,-6.5
3cs6,13109_config_A_0CO_out1.pdbqt,-11.1
3cs6,13388558_config_A_0CO_out1.pdbqt,-4.4
3cs6,154257_config_A_0CO_out1.pdbqt,-10.6
3cs6,16750192_config_A_0CO_out1.pdbqt,-9.5
3cs6,176405_config_A_0CO_out1.pdbqt,-6.7
3cs6,179337_config_A_0CO_out1.pdbqt,-9.4
3cs6,2088_config_A_0CO_out1.pdbqt,-4.7
3cs6,216416_config_A_0CO_out1.pdbqt,-8.3
3cs6,223368_config_A_0CO_out1.pdbqt,-10.6
3cs6,25022354_config_A_0CO_out1.pdbqt,-9
3cs6,3001028_config_A_0CO_out1.pdbqt,-9.8
3cs6,44137686_config_A_0CO_out1.pdbqt,-9.2
3cs6,444008_config_A_0CO_out1.pdbqt,-10.1
3cs6,5035_config_A_0CO_out1.pdbqt,-10.7
3cs6,5280795_config_A_0CO_out1.pdbqt,-11.9
3cs6,5280933_config_A_0CO_out1.pdbqt,-7.3
3cs6,5282367_config_A_0CO_out1.pdbqt,-11.4
3cs6,5283731_config_A_0CO_out1.pdbqt,-12
3cs6,57398987_config_A_0CO_out1.pdbqt,-6.7
3cs6,5757_config_A_0CO_out1.pdbqt,-10
3cs6,5870_config_A_0CO_out1.pdbqt,-10.3
3cs6,5878_config_A_0CO_out1.pdbqt,-10.3
3cs6,5881_config_A_0CO_out1.pdbqt,-10.1
3cs6,5991_config_A_0CO_out1.pdbqt,-11
3cs6,60852_config_A_0CO_out1.pdbqt,-6.1
3cs6,6230_config_A_0CO_out1.pdbqt,-10.4
3cs6,6279_config_A_0CO_out1.pdbqt,-8.4
3cs6,68873_config_A_0CO_out1.pdbqt,-11
3cs6,6918141_config_A_0CO_out1.pdbqt,-9.8
3cs6,6918182_config_A_0CO_out1.pdbqt,-6.2
3cs6,6918446_config_A_0CO_out1.pdbqt,-10.2
3cs6,6918602_config_A_0CO_out1.pdbqt,-11.1
3cs6,9290_config_A_0CO_out1.pdbqt,-4.8
3cs6,9677_config_A_0CO_out1.pdbqt,-10.9
3et7,10152654_config_A_349_out1.pdbqt,-8.5
3et7,10201696_config_A_349_out1.pdbqt,-7.6
3et7,10313457_config_A_349_out1.pdbqt,-3.6
3et7,10345214_config_A_349_out1.pdbqt,-8.4
3et7,130956_config_A_349_out1.pdbqt,-6.4
3et7,13109_config_A_349_out1.pdbqt,-8.6
3et7,13388558_config_A_349_out1.pdbqt,-3.9
3et7,154257_config_A_349_out1.pdbqt,-9.6
3et7,16750192_config_A_349_out1.pdbqt,-9.1
3et7,176405_config_A_349_out1.pdbqt,-6.7
3et7,179337_config_A_349_out1.pdbqt,-8.5
3et7,2088_config_A_349_out1.pdbqt,-4.6
3et7,216416_config_A_349_out1.pdbqt,-8.9
3et7,223368_config_A_349_out1.pdbqt,-8.8
3et7,25022354_config_A_349_out1.pdbqt,-8.1
3et7,3001028_config_A_349_out1.pdbqt,-8.8
3et7,44137686_config_A_349_out1.pdbqt,-7.9
3et7,444008_config_A_349_out1.pdbqt,-9
3et7,5035_config_A_349_out1.pdbqt,-9.5
3et7,5280795_config_A_349_out1.pdbqt,-8.6
3et7,5280933_config_A_349_out1.pdbqt,-6.1
3et7,5282367_config_A_349_out1.pdbqt,-8.9
3et7,5283731_config_A_349_out1.pdbqt,-8.7
3et7,57398987_config_A_349_out1.pdbqt,-7.4
3et7,5757_config_A_349_out1.pdbqt,-8.9
3et7,5870_config_A_349_out1.pdbqt,-9
3et7,5878_config_A_349_out1.pdbqt,-8.7
3et7,5881_config_A_349_out1.pdbqt,-8.9
3et7,5991_config_A_349_out1.pdbqt,-9.1
3et7,60852_config_A_349_out1.pdbqt,-5.4
3et7,6230_config_A_349_out1.pdbqt,-8.7
3et7,6279_config_A_349_out1.pdbqt,-9.9
3et7,68873_config_A_349_out1.pdbqt,-10.8
3et7,6918141_config_A_349_out1.pdbqt,-8.1
3et7,6918182_config_A_349_out1.pdbqt,-6.1
3et7,6918446_config_A_349_out1.pdbqt,-8.4
3et7,6918602_config_A_349_out1.pdbqt,-9.1
3et7,9290_config_A_349_out1.pdbqt,-4.9
3et7,9677_config_A_349_out1.pdbqt,-8.5
3fzp,10152654_config_A_AGS_out1.pdbqt,-8.1
3fzp,10201696_config_A_AGS_out1.pdbqt,-8.1
3fzp,10313457_config_A_AGS_out1.pdbqt,-3.6
3fzp,10345214_config_A_AGS_out1.pdbqt,-8
3fzp,130956_config_A_AGS_out1.pdbqt,-6
3fzp,13109_config_A_AGS_out1.pdbqt,-8.5
3fzp,13388558_config_A_AGS_out1.pdbqt,-3.4
3fzp,154257_config_A_AGS_out1.pdbqt,-9
3fzp,16750192_config_A_AGS_out1.pdbqt,-8.5
3fzp,176405_config_A_AGS_out1.pdbqt,-7.1
3fzp,179337_config_A_AGS_out1.pdbqt,-8.4
3fzp,2088_config_A_AGS_out1.pdbqt,-4.2
3fzp,216416_config_A_AGS_out1.pdbqt,-8.7
3fzp,223368_config_A_AGS_out1.pdbqt,-8.8
3fzp,25022354_config_A_AGS_out1.pdbqt,-7.9
3fzp,3001028_config_A_AGS_out1.pdbqt,-8.2
3fzp,44137686_config_A_AGS_out1.pdbqt,-7.8
3fzp,444008_config_A_AGS_out1.pdbqt,-8.3
3fzp,5035_config_A_AGS_out1.pdbqt,-8.7
3fzp,5280795_config_A_AGS_out1.pdbqt,-8.3
3fzp,5280933_config_A_AGS_out1.pdbqt,-6.2
3fzp,5282367_config_A_AGS_out1.pdbqt,-8.5
3fzp,5283731_config_A_AGS_out1.pdbqt,-8.6
3fzp,57398987_config_A_AGS_out1.pdbqt,-6.9
3fzp,5757_config_A_AGS_out1.pdbqt,-8.8
3fzp,5870_config_A_AGS_out1.pdbqt,-9.1
3fzp,5878_config_A_AGS_out1.pdbqt,-8.3
3fzp,5881_config_A_AGS_out1.pdbqt,-8.8
3fzp,5991_config_A_AGS_out1.pdbqt,-8.8
3fzp,60852_config_A_AGS_out1.pdbqt,-5.4
3fzp,6230_config_A_AGS_out1.pdbqt,-8.6
3fzp,6279_config_A_AGS_out1.pdbqt,-7.2
3fzp,68873_config_A_AGS_out1.pdbqt,-9
3fzp,6918141_config_A_AGS_out1.pdbqt,-7.8
3fzp,6918182_config_A_AGS_out1.pdbqt,-5.9
3fzp,6918446_config_A_AGS_out1.pdbqt,-8
3fzp,6918602_config_A_AGS_out1.pdbqt,-8.7
3fzp,9290_config_A_AGS_out1.pdbqt,-4.4
3fzp,9677_config_A_AGS_out1.pdbqt,-7.5
3fzr,10152654_config_A_3JZ_out1.pdbqt,-7.3
3fzr,10201696_config_A_3JZ_out1.pdbqt,-7.4
3fzr,10313457_config_A_3JZ_out1.pdbqt,-3.5
3fzr,10345214_config_A_3JZ_out1.pdbqt,-7.4
3fzr,130956_config_A_3JZ_out1.pdbqt,-6.1
3fzr,13109_config_A_3JZ_out1.pdbqt,-8.4
3fzr,13388558_config_A_3JZ_out1.pdbqt,-3.8
3fzr,154257_config_A_3JZ_out1.pdbqt,-8.9
3fzr,16750192_config_A_3JZ_out1.pdbqt,-8.5
3fzr,176405_config_A_3JZ_out1.pdbqt,-6.8
3fzr,179337_config_A_3JZ_out1.pdbqt,-8.5
3fzr,2088_config_A_3JZ_out1.pdbqt,-4.6
3fzr,216416_config_A_3JZ_out1.pdbqt,-9.1
3fzr,223368_config_A_3JZ_out1.pdbqt,-8.6
3fzr,25022354_config_A_3JZ_out1.pdbqt,-8.3
3fzr,3001028_config_A_3JZ_out1.pdbqt,-8.1
3fzr,44137686_config_A_3JZ_out1.pdbqt,-7.5
3fzr,444008_config_A_3JZ_out1.pdbqt,-8.6
3fzr,5035_config_A_3JZ_out1.pdbqt,-8.7
3fzr,5280795_config_A_3JZ_out1.pdbqt,-8.4
3fzr,5280933_config_A_3JZ_out1.pdbqt,-5.9
3fzr,5282367_config_A_3JZ_out1.pdbqt,-8.6
3fzr,5283731_config_A_3JZ_out1.pdbqt,-8.5
3fzr,57398987_config_A_3JZ_out1.pdbqt,-6.7
3fzr,5757_config_A_3JZ_out1.pdbqt,-8.7
3fzr,5870_config_A_3JZ_out1.pdbqt,-8.6
3fzr,5878_config_A_3JZ_out1.pdbqt,-8.7
3fzr,5881_config_A_3JZ_out1.pdbqt,-8.4
3fzr,5991_config_A_3JZ_out1.pdbqt,-9
3fzr,60852_config_A_3JZ_out1.pdbqt,-5.3
3fzr,6230_config_A_3JZ_out1.pdbqt,-8.4
3fzr,6279_config_A_3JZ_out1.pdbqt,-8.9
3fzr,68873_config_A_3JZ_out1.pdbqt,-10
3fzr,6918141_config_A_3JZ_out1.pdbqt,-7.7
3fzr,6918182_config_A_3JZ_out1.pdbqt,-5.9
3fzr,6918446_config_A_3JZ_out1.pdbqt,-8.8
3fzr,6918602_config_A_3JZ_out1.pdbqt,-8.6
3fzr,9290_config_A_3JZ_out1.pdbqt,-4.6
3fzr,9677_config_A_3JZ_out1.pdbqt,-8
3fzs,10152654_config_A_B96_out1.pdbqt,-7.5
3fzs,10201696_config_A_B96_out1.pdbqt,-7.2
3fzs,10313457_config_A_B96_out1.pdbqt,-3.3
3fzs,10345214_config_A_B96_out1.pdbqt,-8.1
3fzs,130956_config_A_B96_out1.pdbqt,-5.6
3fzs,13109_config_A_B96_out1.pdbqt,-8.8
3fzs,13388558_config_A_B96_out1.pdbqt,-3.6
3fzs,154257_config_A_B96_out1.pdbqt,-8.3
3fzs,16750192_config_A_B96_out1.pdbqt,-9.2
3fzs,176405_config_A_B96_out1.pdbqt,-6.3
3fzs,179337_config_A_B96_out1.pdbqt,-8.5
3fzs,2088_config_A_B96_out1.pdbqt,-3.8
3fzs,216416_config_A_B96_out1.pdbqt,-8.1
3fzs,223368_config_A_B96_out1.pdbqt,-9.7
3fzs,25022354_config_A_B96_out1.pdbqt,-7.8
3fzs,3001028_config_A_B96_out1.pdbqt,-9.2
3fzs,44137686_config_A_B96_out1.pdbqt,-8.1
3fzs,444008_config_A_B96_out1.pdbqt,-8.5
3fzs,5035_config_A_B96_out1.pdbqt,-8.2
3fzs,5280795_config_A_B96_out1.pdbqt,-8.9
3fzs,5280933_config_A_B96_out1.pdbqt,-6.4
3fzs,5282367_config_A_B96_out1.pdbqt,-8.4
3fzs,5283731_config_A_B96_out1.pdbqt,-9
3fzs,57398987_config_A_B96_out1.pdbqt,-6.8
3fzs,5757_config_A_B96_out1.pdbqt,-9.4
